municipio;codEstacao;uf;nomeEstacao;latitude;longitude;datahora;valorMedida
PIRAQUARA;411950901A;PR;Vila Mariana;-25,46;-49,147;2024-12-10 00:10:00.0;0,00
PIRAQUARA;411950901A;PR;Vila Mariana;-25,46;-49,147;2024-12-10 01:10:00.0;0,42
PIRAQUARA;411950901A;PR;Vila Mariana;-25,46;-49,147;2024-12-10 02:00:00.0;0,79
PIRAQUARA;411950901A;PR;Vila Mariana;-25,46;-49,147;2024-12-10 02:10:00.0;0,98
PIRAQUARA;411950901A;PR;Vila Mariana;-25,46;-49,147;2024-12-10 02:20:00.0;0,20
PIRAQUARA;411950901A;PR;Vila Mariana;-25,46;-49,147;2024-12-10 02:40:00.0;0,20
PIRAQUARA;411950901A;PR;Vila Mariana;-25,46;-49,147;2024-12-10 02:50:00.0;0,59
PIRAQUARA;411950901A;PR;Vila Mariana;-25,46;-49,147;2024-12-10 03:00:00.0;0,59
PIRAQUARA;411950901A;PR;Vila Mariana;-25,46;-49,147;2024-12-10 03:10:00.0;0,39
PIRAQUARA;411950901A;PR;Vila Mariana;-25,46;-49,147;2024-12-10 03:20:00.0;0,59
PIRAQUARA;411950901A;PR;Vila Mariana;-25,46;-49,147;2024-12-10 03:30:00.0;0,20
PIRAQUARA;411950901A;PR;Vila Mariana;-25,46;-49,147;2024-12-10 04:10:00.0;0,39
PIRAQUARA;411950901A;PR;Vila Mariana;-25,46;-49,147;2024-12-10 04:20:00.0;0,98
PIRAQUARA;411950901A;PR;Vila Mariana;-25,46;-49,147;2024-12-10 04:30:00.0;0,59
PIRAQUARA;411950901A;PR;Vila Mariana;-25,46;-49,147;2024-12-10 04:40:00.0;1,18
PIRAQUARA;411950901A;PR;Vila Mariana;-25,46;-49,147;2024-12-10 05:00:00.0;0,20
PIRAQUARA;411950901A;PR;Vila Mariana;-25,46;-49,147;2024-12-10 05:10:00.0;0,39
PIRAQUARA;411950901A;PR;Vila Mariana;-25,46;-49,147;2024-12-10 05:30:00.0;0,20
PIRAQUARA;411950901A;PR;Vila Mariana;-25,46;-49,147;2024-12-10 05:40:00.0;0,20
PIRAQUARA;411950901A;PR;Vila Mariana;-25,46;-49,147;2024-12-10 05:50:00.0;0,20
PIRAQUARA;411950901A;PR;Vila Mariana;-25,46;-49,147;2024-12-10 06:00:00.0;0,39
PIRAQUARA;411950901A;PR;Vila Mariana;-25,46;-49,147;2024-12-10 06:10:00.0;0,20
PIRAQUARA;411950901A;PR;Vila Mariana;-25,46;-49,147;2024-12-10 06:20:00.0;0,42
PIRAQUARA;411950901A;PR;Vila Mariana;-25,46;-49,147;2024-12-10 06:30:00.0;0,39
PIRAQUARA;411950901A;PR;Vila Mariana;-25,46;-49,147;2024-12-10 06:40:00.0;0,20
PIRAQUARA;411950901A;PR;Vila Mariana;-25,46;-49,147;2024-12-10 06:50:00.0;0,20
PIRAQUARA;411950901A;PR;Vila Mariana;-25,46;-49,147;2024-12-10 07:00:00.0;0,42
PIRAQUARA;411950901A;PR;Vila Mariana;-25,46;-49,147;2024-12-10 07:10:00.0;0,00
PIRAQUARA;411950901A;PR;Vila Mariana;-25,46;-49,147;2024-12-10 07:20:00.0;0,20
PIRAQUARA;411950901A;PR;Vila Mariana;-25,46;-49,147;2024-12-10 07:40:00.0;0,20
PIRAQUARA;411950901A;PR;Vila Mariana;-25,46;-49,147;2024-12-10 08:10:00.0;0,20
PIRAQUARA;411950901A;PR;Vila Mariana;-25,46;-49,147;2024-12-10 08:20:00.0;1,18
PIRAQUARA;411950901A;PR;Vila Mariana;-25,46;-49,147;2024-12-10 08:30:00.0;1,18
PIRAQUARA;411950901A;PR;Vila Mariana;-25,46;-49,147;2024-12-10 08:40:00.0;1,18
PIRAQUARA;411950901A;PR;Vila Mariana;-25,46;-49,147;2024-12-10 08:50:00.0;0,20
PIRAQUARA;411950901A;PR;Vila Mariana;-25,46;-49,147;2024-12-10 09:00:00.0;0,20
PIRAQUARA;411950901A;PR;Vila Mariana;-25,46;-49,147;2024-12-10 09:10:00.0;0,00
PIRAQUARA;411950901A;PR;Vila Mariana;-25,46;-49,147;2024-12-10 09:30:00.0;0,20
PIRAQUARA;411950901A;PR;Vila Mariana;-25,46;-49,147;2024-12-10 10:10:00.0;0,00
PIRAQUARA;411950901A;PR;Vila Mariana;-25,46;-49,147;2024-12-10 10:30:00.0;0,20
PIRAQUARA;411950901A;PR;Vila Mariana;-25,46;-49,147;2024-12-10 11:10:00.0;0,00
PIRAQUARA;411950901A;PR;Vila Mariana;-25,46;-49,147;2024-12-10 12:10:00.0;0,00
PIRAQUARA;411950901A;PR;Vila Mariana;-25,46;-49,147;2024-12-10 13:10:00.0;0,00
PIRAQUARA;411950901A;PR;Vila Mariana;-25,46;-49,147;2024-12-10 13:30:00.0;0,20
PIRAQUARA;411950901A;PR;Vila Mariana;-25,46;-49,147;2024-12-10 13:40:00.0;0,20
PIRAQUARA;411950901A;PR;Vila Mariana;-25,46;-49,147;2024-12-10 13:50:00.0;0,20
PIRAQUARA;411950901A;PR;Vila Mariana;-25,46;-49,147;2024-12-10 14:10:00.0;0,00
PIRAQUARA;411950901A;PR;Vila Mariana;-25,46;-49,147;2024-12-10 15:10:00.0;0,00
PIRAQUARA;411950901A;PR;Vila Mariana;-25,46;-49,147;2024-12-10 16:10:00.0;0,00
PIRAQUARA;411950901A;PR;Vila Mariana;-25,46;-49,147;2024-12-10 17:00:00.0;0,20
PIRAQUARA;411950901A;PR;Vila Mariana;-25,46;-49,147;2024-12-10 17:10:00.0;0,00
PIRAQUARA;411950901A;PR;Vila Mariana;-25,46;-49,147;2024-12-10 18:10:00.0;0,00
PIRAQUARA;411950901A;PR;Vila Mariana;-25,46;-49,147;2024-12-10 19:10:00.0;0,00
PIRAQUARA;411950901A;PR;Vila Mariana;-25,46;-49,147;2024-12-10 20:10:00.0;0,00
PIRAQUARA;411950901A;PR;Vila Mariana;-25,46;-49,147;2024-12-10 21:10:00.0;0,00
PIRAQUARA;411950901A;PR;Vila Mariana;-25,46;-49,147;2024-12-10 22:10:00.0;0,00
PIRAQUARA;411950901A;PR;Vila Mariana;-25,46;-49,147;2024-12-10 23:10:00.0;0,00
PIRAQUARA;411950901A;PR;Vila Mariana;-25,46;-49,147;2024-12-11 00:10:00.0;0,00
PIRAQUARA;411950901A;PR;Vila Mariana;-25,46;-49,147;2024-12-11 01:10:00.0;0,00
PIRAQUARA;411950901A;PR;Vila Mariana;-25,46;-49,147;2024-12-11 02:10:00.0;0,20
PIRAQUARA;411950901A;PR;Vila Mariana;-25,46;-49,147;2024-12-11 03:10:00.0;0,00
PIRAQUARA;411950901A;PR;Vila Mariana;-25,46;-49,147;2024-12-11 03:20:00.0;0,42
PIRAQUARA;411950901A;PR;Vila Mariana;-25,46;-49,147;2024-12-11 03:30:00.0;0,20
PIRAQUARA;411950901A;PR;Vila Mariana;-25,46;-49,147;2024-12-11 04:10:00.0;0,00
PIRAQUARA;411950901A;PR;Vila Mariana;-25,46;-49,147;2024-12-11 05:10:00.0;0,00
PIRAQUARA;411950901A;PR;Vila Mariana;-25,46;-49,147;2024-12-11 06:10:00.0;0,00
PIRAQUARA;411950901A;PR;Vila Mariana;-25,46;-49,147;2024-12-11 07:10:00.0;0,00
